age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit
37;management;married;tertiary;no;393;yes;no;cellular;14;may;567;3;275;4;failure;yes
34;admin.;married;secondary;no;920;no;no;cellular;14;may;526;3;179;3;success;yes
50;admin.;married;secondary;no;3608;yes;no;cellular;14;may;196;8;182;4;success;yes
56;management;married;primary;no;870;no;no;cellular;14;may;220;1;179;1;success;yes
57;retired;married;primary;no;9367;no;no;cellular;14;may;700;4;92;7;success;yes
29;unemployed;single;primary;no;1374;no;no;cellular;14;may;1205;2;178;7;success;yes
75;retired;married;tertiary;no;6027;no;no;cellular;14;may;809;1;179;4;success;yes
46;management;married;tertiary;no;349;no;no;cellular;14;may;466;4;88;3;success;yes
52;management;married;tertiary;no;583;no;no;cellular;17;may;376;1;181;3;success;yes
38;management;married;tertiary;no;1276;no;no;cellular;17;may;272;2;182;3;success;yes
64;retired;married;secondary;no;1612;no;no;cellular;18;may;336;1;89;5;failure;yes
62;retired;married;secondary;no;3114;no;no;cellular;18;may;243;2;186;1;success;yes
41;admin.;married;tertiary;no;1;yes;no;telephone;18;may;327;2;361;3;failure;yes
53;technician;married;secondary;no;195;yes;no;cellular;19;may;472;1;90;6;success;yes
47;blue-collar;married;secondary;no;1568;yes;no;cellular;21;may;226;3;91;8;success;yes
46;self-employed;married;secondary;no;706;no;no;cellular;21;may;588;1;386;3;failure;yes
21;student;single;secondary;no;215;no;no;cellular;24;may;382;1;89;7;success;yes
71;retired;married;primary;no;3230;no;no;cellular;24;may;341;2;133;3;failure;yes
52;admin.;single;secondary;no;726;yes;no;cellular;24;may;699;1;378;9;failure;yes
30;admin.;single;secondary;no;265;yes;no;cellular;25;may;681;1;181;2;success;yes
59;management;married;primary;no;1727;no;no;telephone;25;may;500;4;358;2;failure;yes
33;services;single;secondary;no;2881;no;no;cellular;26;may;289;1;328;1;success;yes
31;technician;single;secondary;no;846;no;no;cellular;26;may;405;3;205;2;failure;yes
66;management;married;unknown;no;2149;yes;no;cellular;26;may;135;2;90;11;success;yes
67;retired;married;primary;no;1430;no;no;telephone;26;may;283;2;135;5;success;yes
46;housemaid;married;secondary;no;38;no;no;cellular;27;may;181;3;183;1;success;yes
47;services;divorced;unknown;no;973;no;no;cellular;27;may;489;1;479;1;failure;yes
60;unemployed;married;secondary;no;1047;no;no;cellular;27;may;173;3;279;4;success;yes
36;technician;married;secondary;no;1368;no;no;cellular;1;jun;516;1;292;5;failure;yes
33;admin.;single;tertiary;no;272;yes;no;cellular;1;jun;326;1;237;2;failure;yes
28;blue-collar;single;secondary;no;-46;yes;no;cellular;1;jun;154;2;91;12;success;yes
28;services;single;secondary;no;168;no;no;cellular;1;jun;347;3;140;2;success;yes
28;management;single;tertiary;no;223;yes;no;cellular;1;jun;303;1;278;3;success;yes
49;admin.;single;tertiary;no;228;yes;no;cellular;2;jun;407;1;92;1;success;yes
27;blue-collar;single;tertiary;no;644;no;no;cellular;2;jun;657;1;182;1;success;yes
28;admin.;married;secondary;no;330;no;no;cellular;2;jun;226;2;182;4;success;yes
30;technician;single;secondary;no;1165;no;no;cellular;4;jun;204;2;183;3;success;yes
38;admin.;married;secondary;no;0;yes;no;cellular;8;jun;187;1;181;2;success;yes
36;technician;divorced;secondary;no;2823;yes;no;cellular;8;jun;215;1;371;6;failure;yes
28;management;single;tertiary;no;187;no;no;cellular;9;jun;206;1;92;1;success;yes
80;retired;married;secondary;no;8304;no;no;telephone;9;jun;712;1;64;12;failure;yes
31;management;single;tertiary;no;147;no;no;cellular;9;jun;163;2;92;3;success;yes
39;services;married;secondary;no;323;no;no;cellular;9;jun;874;2;188;6;failure;yes
36;management;married;tertiary;no;495;no;no;cellular;14;jun;187;1;94;9;success;yes
56;admin.;married;secondary;no;602;no;no;cellular;14;jun;458;1;130;8;success;yes
71;retired;divorced;primary;no;275;no;no;cellular;14;jun;293;1;425;1;success;yes
26;services;single;tertiary;no;12;no;no;cellular;14;jun;563;1;181;10;failure;yes
68;retired;divorced;primary;no;2027;no;no;cellular;15;jun;619;2;92;2;success;yes
27;management;single;tertiary;no;1720;no;no;cellular;15;jun;910;1;224;3;success;yes
45;technician;single;tertiary;no;2033;no;no;cellular;15;jun;243;5;285;2;success;yes
66;housemaid;married;primary;no;1230;no;no;cellular;16;jun;288;6;181;3;success;yes
30;management;single;tertiary;no;572;no;no;cellular;17;jun;339;3;183;2;success;yes
34;management;married;tertiary;no;3301;yes;no;cellular;17;jun;485;2;227;4;failure;yes
46;blue-collar;married;secondary;no;1723;no;no;cellular;17;jun;176;2;52;7;failure;yes
52;blue-collar;married;secondary;no;955;no;yes;cellular;17;jun;301;2;134;4;success;yes
25;blue-collar;single;secondary;no;303;no;no;cellular;18;jun;252;1;92;1;success;yes
57;management;divorced;tertiary;no;3287;no;no;cellular;22;jun;867;1;84;3;success;yes
64;retired;divorced;primary;no;109;no;no;cellular;23;jun;706;1;225;2;success;yes
33;management;single;tertiary;no;224;no;no;cellular;23;jun;342;2;107;2;success;yes
36;management;single;tertiary;no;538;no;no;cellular;23;jun;339;1;183;5;success;yes
25;student;single;secondary;no;1957;no;no;cellular;24;jun;1207;4;385;1;failure;yes
43;services;married;secondary;no;774;no;no;cellular;24;jun;482;1;91;2;success;yes
49;management;married;tertiary;no;1167;yes;yes;cellular;25;jun;213;6;150;8;failure;yes
42;technician;divorced;tertiary;no;2611;yes;no;cellular;25;jun;300;1;389;3;failure;yes
27;blue-collar;single;secondary;no;3145;no;no;cellular;25;jun;374;1;179;2;success;yes
47;management;single;tertiary;no;334;yes;no;cellular;28;jun;614;3;94;9;success;yes
39;technician;single;tertiary;no;393;no;no;cellular;28;jun;325;1;94;1;success;yes
45;management;married;unknown;no;2724;no;no;cellular;28;jun;359;2;182;1;success;yes
60;retired;married;secondary;no;11;no;no;cellular;29;jun;265;1;586;2;failure;yes
58;blue-collar;married;primary;no;3109;no;no;cellular;29;jun;295;1;287;4;success;yes
41;admin.;married;secondary;no;3126;yes;no;cellular;29;jun;222;1;91;7;failure;yes
23;services;single;secondary;no;488;no;no;cellular;29;jun;205;1;91;3;success;yes
35;unemployed;married;secondary;no;978;no;no;cellular;29;jun;660;2;182;6;success;yes
33;management;single;tertiary;no;718;yes;no;cellular;29;jun;271;1;84;3;success;yes
48;admin.;single;secondary;no;1544;yes;no;telephone;30;jun;263;1;450;2;failure;yes
43;management;single;tertiary;no;0;no;no;cellular;30;jun;275;2;296;1;failure;yes
32;management;single;tertiary;no;12569;no;no;cellular;1;jul;561;2;295;2;success;yes
63;retired;married;secondary;no;2896;no;no;cellular;1;jul;304;1;119;2;success;yes
39;management;divorced;tertiary;no;224;no;no;cellular;2;jul;194;2;88;1;success;yes
30;technician;single;tertiary;no;0;yes;no;cellular;5;jul;140;1;424;8;success;yes
32;management;single;tertiary;no;623;no;no;cellular;6;jul;335;3;194;2;failure;yes
60;technician;married;secondary;no;259;no;no;cellular;6;jul;396;1;386;2;success;yes
37;technician;married;secondary;no;432;yes;no;cellular;6;jul;386;3;776;55;failure;yes
48;management;single;tertiary;no;159;no;no;telephone;7;jul;229;1;251;6;success;yes
52;services;married;secondary;no;657;no;no;telephone;7;jul;398;2;460;2;failure;yes
29;management;single;tertiary;no;1808;no;no;cellular;7;jul;273;2;433;1;success;yes
47;management;single;tertiary;no;6651;no;no;cellular;8;jul;229;1;412;2;failure;yes
70;retired;married;primary;no;2795;no;no;cellular;8;jul;480;1;181;2;success;yes
28;management;single;tertiary;yes;1414;yes;no;cellular;8;jul;294;1;521;1;failure;yes
80;retired;married;secondary;no;668;no;no;telephone;8;jul;250;1;371;1;success;yes
29;management;single;tertiary;no;502;no;no;cellular;8;jul;968;1;87;5;failure;yes
35;blue-collar;single;unknown;no;484;no;no;cellular;8;jul;344;1;87;3;failure;yes
38;admin.;married;secondary;no;1767;yes;no;cellular;9;jul;483;4;239;7;success;yes
50;unknown;married;unknown;no;558;no;no;cellular;9;jul;464;1;683;6;failure;yes
43;admin.;single;secondary;no;386;no;no;cellular;12;jul;220;3;529;1;failure;yes
57;retired;married;secondary;no;1044;no;no;telephone;12;jul;567;1;182;3;success;yes
31;management;single;tertiary;no;2907;yes;no;cellular;12;jul;248;1;194;3;failure;yes
25;blue-collar;single;secondary;no;1857;yes;no;cellular;13;jul;195;2;91;10;success;yes
33;management;single;tertiary;no;1962;no;no;cellular;13;jul;363;1;181;1;failure;yes
79;retired;divorced;primary;no;2787;no;no;telephone;13;jul;617;1;377;1;success;yes
36;management;single;unknown;no;62;no;no;cellular;13;jul;311;1;91;2;success;yes
26;blue-collar;single;secondary;no;2007;no;no;cellular;13;jul;272;3;182;2;success;yes
70;retired;divorced;primary;no;482;no;no;telephone;14;jul;413;1;181;3;success;yes
86;retired;married;primary;no;1255;no;no;telephone;14;jul;247;1;180;3;success;yes
35;management;married;secondary;no;724;yes;no;cellular;14;jul;287;2;415;1;failure;yes
66;retired;married;secondary;no;154;no;no;cellular;15;jul;268;5;181;2;failure;yes
30;management;single;tertiary;no;232;no;no;cellular;15;jul;219;1;91;1;success;yes
60;retired;divorced;tertiary;no;979;yes;no;cellular;15;jul;346;1;181;4;success;yes
46;admin.;married;secondary;no;5021;no;no;cellular;15;jul;957;1;182;1;success;yes
63;blue-collar;married;secondary;no;180;no;no;cellular;15;jul;390;2;182;5;success;yes
35;services;married;secondary;no;2918;no;yes;cellular;16;jul;815;2;407;3;success;yes
64;retired;married;secondary;no;588;no;no;cellular;16;jul;574;1;179;3;success;yes
22;student;single;primary;no;423;no;no;cellular;16;jul;316;1;179;10;success;yes
48;unemployed;married;secondary;no;817;no;no;cellular;16;jul;806;3;183;5;success;yes
34;technician;married;secondary;no;806;no;no;cellular;19;jul;253;3;458;1;success;yes
60;admin.;married;unknown;no;478;no;no;cellular;19;jul;173;2;311;8;failure;yes
36;management;divorced;tertiary;no;1057;no;no;cellular;19;jul;230;2;164;2;failure;yes
57;retired;married;secondary;no;3738;yes;no;cellular;20;jul;178;2;92;8;failure;yes
29;admin.;single;secondary;no;1277;no;no;cellular;20;jul;165;2;481;1;success;yes
24;admin.;single;secondary;no;1295;no;no;cellular;22;jul;355;2;92;1;success;yes
34;unemployed;single;tertiary;no;1974;no;no;cellular;22;jul;355;1;342;3;success;yes
27;admin.;married;tertiary;no;2855;no;no;cellular;22;jul;138;2;178;4;success;yes
93;retired;married;unknown;no;775;no;no;cellular;22;jul;860;2;177;7;success;yes
36;management;married;tertiary;no;203;no;no;cellular;23;jul;608;3;179;2;success;yes
30;student;single;tertiary;no;3026;no;no;cellular;23;jul;251;1;535;1;failure;yes
41;technician;single;tertiary;no;431;no;no;cellular;23;jul;196;1;88;5;failure;yes
82;retired;married;primary;no;243;no;no;cellular;26;jul;275;1;180;2;success;yes
37;technician;married;secondary;no;1707;yes;no;cellular;26;jul;546;2;784;3;failure;yes
46;admin.;married;unknown;no;5511;no;no;cellular;26;jul;414;2;389;1;success;yes
61;self-employed;married;tertiary;no;10861;no;no;cellular;26;jul;336;2;259;3;success;yes
33;management;single;tertiary;no;373;no;yes;cellular;27;jul;267;1;180;4;failure;yes
45;technician;married;secondary;no;2776;yes;no;cellular;27;jul;287;2;181;1;success;yes
61;retired;married;secondary;no;1058;no;no;cellular;27;jul;218;2;91;3;success;yes
40;admin.;married;secondary;no;0;no;no;cellular;28;jul;496;2;182;11;success;yes
82;housemaid;divorced;primary;no;1381;no;no;cellular;28;jul;844;5;181;4;failure;yes
27;student;single;tertiary;no;311;no;no;cellular;28;jul;462;1;148;4;success;yes
53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;1;success;yes
57;technician;married;tertiary;no;1181;no;no;cellular;29;jul;169;2;182;2;success;yes
31;management;single;tertiary;no;1761;yes;no;telephone;29;jul;332;3;440;3;failure;yes
61;admin.;married;unknown;no;4629;yes;no;cellular;29;jul;349;3;183;2;success;yes
35;unemployed;single;tertiary;no;154;no;no;cellular;29;jul;200;4;181;2;failure;yes
77;retired;married;secondary;no;4112;no;no;telephone;29;jul;426;1;184;3;success;yes
32;management;married;tertiary;no;6138;no;no;cellular;29;jul;519;2;90;9;failure;yes
61;management;married;unknown;no;264;no;no;telephone;29;jul;270;1;178;1;success;yes
69;retired;single;tertiary;no;2144;no;no;cellular;29;jul;417;1;184;4;success;yes
69;technician;married;tertiary;no;482;no;no;cellular;29;jul;478;1;267;1;failure;yes
34;admin.;married;tertiary;no;0;no;no;cellular;30;jul;292;1;183;2;success;yes
45;management;single;tertiary;no;4831;no;no;cellular;30;jul;852;3;182;11;success;yes
64;retired;married;primary;no;12067;no;no;telephone;30;jul;367;2;92;2;success;yes
35;technician;single;secondary;no;1227;no;no;cellular;30;jul;1005;5;134;10;success;yes
34;management;married;secondary;no;369;no;no;cellular;2;aug;868;3;342;4;failure;yes
55;technician;married;unknown;no;240;yes;no;cellular;2;aug;108;3;277;1;success;yes
53;admin.;single;secondary;no;2398;yes;no;cellular;2;aug;317;1;180;2;failure;yes
63;management;married;tertiary;no;2785;no;no;cellular;2;aug;341;2;392;3;success;yes
37;management;single;tertiary;no;62;yes;no;cellular;2;aug;428;2;272;8;success;yes
29;student;single;secondary;no;1377;yes;no;cellular;3;aug;248;1;446;2;success;yes
62;retired;married;secondary;no;569;no;no;cellular;3;aug;187;2;180;6;success;yes
34;technician;married;secondary;no;0;yes;no;cellular;3;aug;261;1;470;2;failure;yes
56;services;married;secondary;no;1989;no;no;cellular;3;aug;279;4;181;4;success;yes
48;housemaid;single;primary;no;46;no;no;cellular;3;aug;113;2;180;1;failure;yes
68;retired;married;tertiary;no;2812;no;no;cellular;3;aug;392;4;181;3;success;yes
62;retired;married;secondary;no;569;no;no;cellular;4;aug;288;1;1;8;success;yes
68;retired;married;tertiary;no;2812;no;no;cellular;4;aug;651;1;1;7;success;yes
38;management;married;tertiary;no;1199;no;no;cellular;4;aug;178;1;1;1;success;yes
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes
45;admin.;married;secondary;no;205;no;no;cellular;4;aug;180;1;92;3;success;yes
59;unemployed;married;secondary;no;1625;no;no;cellular;4;aug;198;1;180;2;success;yes
35;unemployed;single;tertiary;no;415;no;no;cellular;4;aug;462;1;92;4;success;yes
93;retired;married;unknown;no;775;no;no;cellular;4;aug;476;2;13;9;success;yes
33;technician;married;secondary;no;180;no;no;cellular;4;aug;561;1;435;3;failure;yes
48;housemaid;single;primary;no;46;no;no;cellular;4;aug;118;1;1;3;success;yes
38;services;married;secondary;no;4017;no;no;cellular;4;aug;470;1;96;3;success;yes
29;management;single;tertiary;no;437;no;no;cellular;5;aug;504;1;92;1;success;yes
38;technician;married;secondary;no;318;no;no;cellular;5;aug;274;1;182;6;success;yes
41;technician;single;tertiary;no;1646;yes;no;cellular;5;aug;172;3;92;8;success;yes
56;management;divorced;tertiary;no;2037;no;no;cellular;5;aug;318;1;91;6;failure;yes
33;technician;single;secondary;no;2979;no;no;cellular;5;aug;326;2;437;1;failure;yes
34;admin.;divorced;secondary;no;661;yes;no;cellular;5;aug;245;2;183;10;failure;yes
34;management;single;tertiary;no;417;yes;no;cellular;5;aug;270;1;174;15;failure;yes
37;management;married;tertiary;no;2283;no;no;cellular;6;aug;303;2;92;4;success;yes
33;student;married;secondary;no;1536;no;no;cellular;6;aug;258;2;178;4;success;yes
61;blue-collar;married;primary;no;5;no;no;cellular;6;aug;562;2;94;3;success;yes
22;student;single;secondary;no;216;no;no;cellular;6;aug;178;1;179;2;success;yes
37;management;married;secondary;no;565;no;no;cellular;6;aug;174;1;93;3;failure;yes
35;admin.;single;secondary;no;-32;no;yes;cellular;6;aug;366;2;178;9;success;yes
57;admin.;married;unknown;no;2038;no;no;cellular;9;aug;628;1;182;2;failure;yes
60;technician;married;secondary;no;824;yes;no;cellular;9;aug;265;1;181;8;success;yes
33;management;married;tertiary;no;1514;no;no;cellular;10;aug;447;1;728;2;failure;yes
53;unemployed;married;secondary;no;94;no;no;cellular;10;aug;493;1;181;14;success;yes
30;technician;single;tertiary;no;2325;no;no;cellular;10;aug;263;1;127;7;failure;yes
36;student;single;unknown;no;417;no;no;cellular;10;aug;304;1;181;1;success;yes
56;technician;divorced;secondary;no;3450;no;no;cellular;10;aug;507;1;181;2;success;yes
38;entrepreneur;single;secondary;no;2543;no;no;cellular;10;aug;223;1;414;4;failure;yes
29;admin.;single;secondary;no;464;no;no;cellular;10;aug;317;2;518;1;failure;yes
61;retired;married;secondary;no;1853;no;no;telephone;10;aug;520;1;181;2;success;yes
62;blue-collar;married;secondary;no;272;no;no;cellular;11;aug;146;1;286;2;failure;yes
65;entrepreneur;married;tertiary;no;2331;no;no;telephone;11;aug;425;1;183;2;success;yes
60;technician;married;secondary;no;116;no;no;cellular;11;aug;329;2;181;8;success;yes
30;student;single;secondary;no;1779;no;no;cellular;11;aug;233;1;433;1;success;yes
51;management;married;tertiary;no;346;no;no;cellular;11;aug;237;1;180;6;success;yes
36;self-employed;single;tertiary;no;353;no;no;cellular;11;aug;361;2;181;2;success;yes
42;management;married;tertiary;no;27696;no;no;cellular;11;aug;370;1;91;7;success;yes
58;management;married;secondary;no;2155;no;yes;cellular;11;aug;248;2;182;7;success;yes
43;blue-collar;married;secondary;no;413;yes;no;cellular;12;aug;235;2;182;4;success;yes
77;retired;married;primary;no;2590;no;no;telephone;12;aug;345;1;178;20;failure;yes
34;blue-collar;married;secondary;no;320;yes;no;cellular;12;aug;352;1;828;2;failure;yes
35;blue-collar;married;secondary;no;1454;yes;no;cellular;12;aug;323;1;182;4;success;yes
39;blue-collar;married;secondary;no;1382;yes;no;cellular;12;aug;357;1;182;2;success;yes
35;self-employed;married;tertiary;no;2427;no;no;cellular;12;aug;175;3;31;10;success;yes
